"SITE_ID","YEAR","VISIT_NO","SAMPLED","DATE_COL","DATECHEM","TEAM_ID","SAMP_LOC","PHSTVL","PHSTVLF","COND","CONDF","ANC","ANCF","TURB","TURBF","TSS","TSSF","COLOR","COLORF","DOC","DOCF","DIC","DICF","PTL","PTLF","SE","SEF","CA","CAF","MG","MGF","NA","NAF","K","KF","NH4","NH4F","SO4","SO4F","NO3","NO3F","CL","CLF","NTL","NTLF","ZN","ZNF","SIO2","SIO2F","H","OH","HCO3","CO3","ALKCALC","CATSUM","ANSUM","ANDEF","SOBC","IONSTR","BALANCE","ORGION","CONCAL","CONDHO","DAY_SHIP","COM_LAB","COM_FLD","COM_IM" 
"WMTP99-0729",2002,1,"Yes",10/12/2002,10/12/2002,"1","J",8.32," ",263," ",2664.6," ",0.274," ",0.44," ",10," ",1.96," ",32.84," ",18,"H34",0.0,"H545",1623.7," ",550.0," ",484.6," ",148.1," ",0.4," ",238.5," ",0.0," ",39.1," ",115,"H34",0.0,"H181",18.32," ",0.0047863009,2.0892961309,2679.4676088,52.488876495,2733.8753853,2806.7833332,3011.6519436,-204.8686104,2806.455432,0.0066064196,-1.760512927,19.541605387,306.24369279,281.73743551,3," "," "," " 
"WMTP99-0731",2002,1,"Yes",09/19/2002,09/19/2002,"1","F",8.12,"H5",877," ",2112.5," ",546,"H5",266.5," ",25,"H5",5.27," ",23.50,"H7",534,"H140",0.0,"H566",1551.9," ",1067.0," ",6059.3," ",153.3," ",2.8," ",6469.2,"H20",8.2," ",306.1,"H13",1060," ",4.5,"H204",13.04,"H8",0.0075857758,1.3182567386,1912.5574348,23.639225943,1937.3880829,8834.086425,8721.0113479,113.07507715,8831.467184,0.0224450744,0.3220576684,52.503961116,1092.2380872,775.18262461,5,"Very turbid sample, TP digested at 5X dilution, 1X digestate cloudy. No interference noticed for TN.","VERY MUDDY WATER"," " 
"WMTP99-0733",2004,1,"Yes",09/04/2004,09/04/2004,"1","F",7.98,"H5",648,"H9",2202.8," ",101,"H6",194.4," ",10,"H4",2.16," ",25.87,"H6",191," ",0.3," ",1913.7," ",2262.0," ",2187.3," ",42.6," ",2.1," ",4580.6,"H18",28.6,"H18",44.8,"H18",723," ",2.0," ",4.56,"H10",0.0104712855,0.954992586,2095.2809582,18.761218082,2114.8515205,6407.6367079,6769.0089088,-361.3722009,6405.650494,0.0197508942,-1.371260226,21.497469813,813.15551838,600.83212456,4," "," "," " 
"WMTP99-0745",2002,1,"Yes",10/23/2002,10/23/2002,"1","F",7.66," ",61," ",527.4," ",1.95,"H5",2.68," ",10,"H5",2.02," ",6.01,"H5",53," ",0.1,"H554",222.4," ",184.6," ",163.5," ",41.7," ",0.5,"H38",39.4," ",3.3," ",62.1," ",226," ",0.0," ",28.62,"H9",0.0218776162,0.4570881896,475.98524996,2.0399158876,478.43218072,612.64190957,583.31553844,29.326371133,612.131494,0.0012705174,1.2260624817,20.026837508,63.844078132,61.084464731,2," "," "," " 
"WMTP99-0748",2003,1,"Yes",07/17/2003,07/17/2003,"1","FG",6.95,"H5",465,"H11",3444.6," ",2.43,"H5",18.2,"H18",15,"H8",5.80,"H26",42.55,"H7",420," ",0.1,"H222",2620.7," ",1076.0," ",1308.4," ",109.5," ",3.9," ",1197.8,"H54",2.1,"H47",279.8,"H54",788," ",0.0,"H209",40.92," ",0.1122018454,0.0891250938,2828.0040534,2.3631908324,2830.1508681,5118.6389461,4310.1761894,808.4627567,5114.688828,0.0120597559,4.2871916836,56.637591707,530.13253196,461.45976748,5," "," "," " 
"WMTP99-0749",2002,1,"Yes",09/04/2002,09/04/2002,"1","F",8.38,"H5",270," ",2832.0," ",0.253,"H5",1.8,"H15",0,"H5",1.12," ",36.62,"H8",4," ",0.0,"H574",2037.9," ",572.0," ",397.3," ",6.8," ",0.8," ",228.3,"H8",4.6,"H8",13.2,"H8",138," ",6.5,"H218",9.85," ",0.0041686938,2.398832919,2987.450086,67.192287031,3056.8526525,3014.6726868,3303.1622108,-288.4895239,3013.96751,0.0075170673,-2.283135984,11.152047255,329.63260656,302.80840541,5," "," "," " 
"WMTP99-0793",2003,1,"Yes",08/22/2003,08/22/2003,"1","FG",8.15,"H6",1369," ",4109.0," ",14.2,"H5",11.6,"H18",15,"H5",4.33," ",43.27,"H7",107," ",0.3,"H191",4321.3," ",3882.9," ",7116.3," ",136.3," ",6.4," ",10768.5,"H18",0.0,"H14",281.8,"H18",616," ",25.0," ",13.54,"H9",0.0070794578,1.4125375446,3523.3470387,46.663164506,3571.1856637,15462.698156,14621.721081,840.9770751,15456.757446,0.0435712862,1.3976953793,43.145312181,1872.9038778,1335.5394366,5,"Re-run at least once for ANC","L"," " 
"WMTP99-0801",2003,1,"Yes",07/24/2003,07/24/2003,"1","FG",8.26,"H7",221," ",2198.9," ",0.169,"H7",1.4," ",0,"H8",0.95,"H21",27.84,"H20",18," ",0.0,"H217",1949.1," ",254.7," ",61.0," ",20.3," ",0.5,"H34",156.8,"H41",10.0,"H41",9.9,"H41",203," ",10.0,"H202",10.04," ",0.0054954087,1.8197008586,2270.6004926,38.739989024,2311.0151272,2285.5546777,2487.8014825,-202.2468048,2285.09122,0.005985625,-2.118496903,9.4718448287,252.08901801,234.03030382,5," "," "," " 
"WMTP99-0803",2003,1,"Yes",07/26/2003,07/26/2003,"1","FG",8.43,"H5",323," ",3519.3," ",2.59,"H5",3.5," ",0,"H6",1.81,"H19",41.74,"H18",19," ",0.0,"H215",2436.6," ",917.2," ",187.6," ",18.5," ",0.4,"H32",93.1,"H39",0.0,"H39",29.1,"H39",163," ",12.0,"H200",7.82," ",0.0037153523,2.6915348039,3403.9901793,85.902749397,3492.3697701,3560.3462668,3614.7020435,-54.35577678,3559.965126,0.0088867673,-0.37878335,18.059988359,371.92989246,346.53032632,3," "," "," " 
"WMTP99-0804",2004,1,"Yes",07/10/2004,07/10/2004,"1","F",8.24,"H5",1179," ",9000.6,"H10",0.753," ",3.2,"H16",35,"H4",10.57," ",103.60,"H5",15," ",0.0," ",2139.9," ",2984.8," ",7677.3," ",141.2," ",1.4," ",4285.8,"H31",0.0,"H12",446.2,"H31",721," ",14.0," ",5.58," ",0.0057543994,1.7378008287,8447.8618705,137.6466258,8586.6713038,12944.450457,13319.262217,-374.8117604,12943.131298,0.0274540662,-0.713554411,105.37585843,1443.1308211,1147.6519568,3," ","TRANSECT E & F.   ."," " 
"WMTP99-0836",2003,1,"Yes",07/29/2003,07/29/2003,"1","FG",7.91,"H6",131," ",1270.5," ",0.188,"H6",0.7," ",0," ",1.10,"H16",15.95,"H15",3,"H31",0.0,"H212",865.3," ",364.6," ",117.9," ",12.1," ",0.6,"H29",66.4,"H36",4.3,"H36",4.5,"H36",83,"H31",0.0,"H197",6.03,"H10",0.0123026877,0.8128305162,1287.5095538,9.8122640345,1298.0416278,1360.4483446,1373.3468084,-12.89846382,1359.887278,0.0033260297,-0.23590765,10.941397399,141.72018192,134.39282845,3," "," "," " 
"WMTP99-0837",2004,1,"Yes",07/24/2004,07/24/2004,"1","A",8.15,"H5",178,"H10",1897.8,"H9",0.125,"H6",1.4,"H16",5,"H5",1.11," ",23.04," ",1," ",0.0," ",1298.2," ",557.3," ",65.9," ",5.8," ",0.4," ",43.5," ",2.9," ",1.4," ",43," ",22.0," ",5.89," ",0.0070794578,1.4125375446,1876.0784787,24.846760116,1902.2148339,1927.5421835,1950.1174763,-22.57529286,1927.201754,0.0048246276,-0.291094305,11.060345617,199.7733537,189.60163761,3," "," "," " 
"WMTP99-0838",2003,1,"Yes",08/10/2003,08/10/2003,"1","FG",7.94,"H4",218," ",2298.9,"H8",0.502,"H4",5.6," ",5,"H4",2.03," ",28.46," ",18," ",0.0,"H309",1432.6," ",442.7," ",560.7," ",15.4," ",0.4," ",70.2,"H25",2.1,"H25",13.3,"H25",174," ",0.0,"H185",26.77," ",0.0114815362,0.87096359,2300.8484431,18.789134627,2320.3469339,2451.9316694,2406.0704613,45.861208097,2451.509764,0.0053754906,0.4720171674,20.197059153,248.5523973,234.44684867,2," ","L."," " 
"WMTP99-0839",2003,1,"Yes",07/25/2003,07/25/2003,"1","FG",7.84,"H6",81," ",766.4," ",0.262,"H6",2," ",0,"H7",0.82,"H20",9.35,"H19",4," ",0.0,"H216",578.3," ",120.7," ",73.3," ",10.3," ",0.2,"H33",44.3,"H40",2.9,"H40",7.1,"H40",78," ",0.0,"H201",9.11," ",0.0144543977,0.6918309709,751.63394635,4.875567256,757.1419837,782.88768502,811.45504458,-28.56735956,782.666238,0.001919538,-0.895897696,8.151016101,83.452717295,79.550731506,4," ","L"," " 
"WNDP99-0505",2000,1,"Yes",08/08/2000,08/08/2000,"1","H",8.56," ",848," ",4460.3," ",15.5," ",40.3,"H191",15," ",8.58," ",49.28,"H5",228,"H56",1.0,"H392B",3717.6," ",3046.2,"H181",2472.4," ",299.9,"H184",1.2,"H29",4463.8," ",2.9," ",430.4," ",954,"H56",46.0,"H447",28.29," ",0.003,3.631,4010.089,136.513,4149.98,9537.16,9047.32,489.84,9536.13,0.026,2.64,85.65,1107.25,876,2," "," "," " 
"WNDP99-0506",2000,1,"Yes",08/07/2000,08/07/2000,"1","X",8.43," ",1344," ",6929.5," ",105," ",180.1,"H192",35," ",13.67," ",76.86,"H7",326,"H57",2.0,"H393",6319.2," ",4896.2,"H182",4532.5,"H245",381.6,"H185",2.4,"H30",8094.0," ",28.6," ",748.0," ",1994,"H57",119.0,"H448",24.96,"H8",0.004,2.692,6268.105,158.181,6428.56,16131.6,15299.54,832.06,16129.46,0.045,2.65,136.4,1887.55,1453.58,3," "," "," " 
"WNDP99-0507",2000,1,"Yes",07/20/2000,07/20/2000,"1","X",8.68,"H4",3043,"H8",4384.2,"H8",4.4,"H5",9.4,"H201",30,"H7",14.05," ",54.13,"H5",17,"H36",1.0,"H407B",3721.7," ",11920.2,"H200",20665.7,"H264",292.4,"H202",1.8," ",29786.3,"H13",0.0,"H8",538.2,"H13",948,"H36",8.0,"H463",0.74," ",0.002,4.786,4387.933,196.915,4589.37,36601.45,34914.15,1687.31,36600.01,0.104,2.36,140.3,4543.46,2922.29,5," ","COLLECTED SAMPLE BETWEEN TRANSECTS E AND F BECAUSE OF WATER DEPTH AT X LOCATION."," " 
"WNDP99-0508",2000,1,"Yes",06/28/2000,06/28/2000,"1","X",8.47,"H5",1737,"H10",5892.0,"H8",1.42,"H5",24.2,"H215",10,"H5",10.02," ",51.05,"H7",30,"H36",1.0,"H428B",3821.2,"H194",4999.7,"H222",11183.2,"H285",237.6,"H224",2.4," ",13564.0,"H8",0.0," ",333.4,"H8",814,"H36",2.5,"H485B",1.47," ",0.003,2.951,4161.276,115.145,4279.11,20243.91,18176.79,2067.13,20241.8,0.053,5.38,99.99,2374.21,1661.84,3," "," "," " 
"WNDP99-0514",2000,1,"Yes",07/22/2000,07/22/2000,"1","X",8.52," ",1472," ",5932.6," ",323," ",4270,"H201",70,"H5",9.84," ",54.23,"H4",5418,"H41",1.0,"H405B",1468.2," ",1232.4,"H198",10991.8,"H262",187.3,"H261",5.5," ",8772.3,"H11",17.1," ",211.8," ",3500,"H41",7.0,"H461",8.24," ",0.003,3.311,4416.774,137.127,4556.93,13884.52,13558.47,326.05,13879.8,0.031,1.19,98.21,1643.09,1158.13,3," "," "," " 
"WNDP99-0529",2000,1,"Yes",07/18/2000,07/18/2000,"1","X",8.45," ",2433," ",6547.8," ",6.08," ",9.2,"H203",25," ",13.14," ",84.53,"H7",34,"H38",1.0,"H409B",4268.3," ",6961.6,"H202",16985.8,"H266",227.7,"H265",1.6," ",20681.3,"H15",0.0," ",361.6,"H15",926,"H38",7.0,"H465",4.67,"H8",0.004,2.818,6892.135,182.126,7076.62,28444.91,28120.02,324.89,28443.47,0.076,0.57,131.12,3492.27,2350.83,3," "," "," " 
"WNDP99-0531",2000,1,"Yes",06/27/2000,06/27/2000,"1","X",8.09," ",1939,"H8",7917.3,"H8",3.34," ",68.7,"H199",25," ",15.73,"H31",57.63,"H8",214,"H37",1.0,"H429B",8171.3,"H195",9076.4,"H289",7061.3,"H217",135.5,"H225",5.4," ",15709.3,"H9",5.0,"H8",229.9,"H8",1128,"H37",14.0,"H486",13.97,"H8",0.008,1.23,4685.745,54.05,4740.71,24449.66,20685.22,3764.44,24444.54,0.072,8.34,156.68,2818.11,2019.42,2," "," "," " 
"WNDP99-0539",2000,1,"Yes",07/19/2000,07/19/2000,"1","X",8.42," ",1343," ",6193.9," ",12.9," ",26.3,"H197",20," ",9.75," ",76.96,"H6",65," ",1.0,"H407B",2927.2," ",3630.7,"H201",7937.7,"H195",224.1,"H264",1.2," ",8619.3,"H14",2.1," ",214.4," ",976," ",6.0,"H464",9.73," ",0.004,2.63,6276.829,154.796,6433.84,14720.81,15270.03,-549.22,14719.73,0.038,-1.83,97.28,1777.2,1307.42,2," "," "," " 
"WNDP99-0544",2000,1,"Yes",07/23/2000,07/24/2000,"1","X",8.56," ",1293," ",6254.9," ",2.32," ",2,"H198",15," ",8.10," ",74.53," ",18,"H32",1.0,"H403B",2711.2," ",3302.5,"H196",10382.9,"H365",164.8,"H259",1.9," ",7626.4,"H29",2.1," ",150.3," ",569,"H32",9.0,"H459",4.02," ",0.003,3.631,6064.772,206.459,6274.47,16563.08,14053.71,2509.38,16561.45,0.036,8.2,80.86,1775.12,1325.22,1," "," "," " 
"WNDP99-0546",2000,1,"Yes",08/08/2000,08/08/2000,"1","G",7.76," ",2631," ",2413.2," ",180," ",390.7,"H191",35," ",5.21," ",29.23,"H5",1485,"H56",1.0,"H392B",3158.3," ",3460.2,"H181",18186.4,"H245",462.3,"H184",19.8,"H29",3711.8," ",22.8," ",19232.3,"H14",5133,"H56",51.0,"H447",11.60," ",0.017,0.575,2336.16,12.604,2349.17,25286.37,25316.24,-29.87,25267.13,0.041,-0.06,51.75,3188.51,2630.36,2," "," "," " 
"WNDP99-0570",2000,1,"Yes",08/10/2000,08/10/2000,"1","X",8.22," ",713," ",6012.2,"H113",6.92,"H5",27.9,"H194",55,"H5",16.49," ",68.47,"H4",541,"H54",1.0,"H391B",2711.1," ",2804.8," ",2102.6," ",421.5,"H182",2.6," ",1590.6,"H8",4.3," ",242.9," ",2065,"H54",51.0,"H445",22.15," ",0.006,1.66,5581.924,86.857,5670.06,8042.39,7508.23,534.16,8040.01,0.019,3.44,164.38,847.16,732.85,2," "," "," " 
"WNDP99-0574",2001,1,"Yes",07/27/2001,07/27/2001,"1","F",8.36," ",921,"H10",5121.5," ",2.39," ",0.3," ",50," ",11.21," ",43.83,"H6",154," ",0.0,"H215",1935.2,"H246",2690.6,"H236",4889.2,"H230",233.4,"H221",2.3," ",5030.1,"H13",0.0,"H11",143.6,"H11",809," ",17.0,"H246",6.42," ",0.004,2.291,3575.895,76.807,3654.76,9750.43,8828.67,921.75,9748.37,0.024,4.96,111.82,1098.11,837.72,3," ","VERY HEAVY RAIN THE NIGHT BEFORE"," " 
"WNDP99-0575",2001,1,"Yes",07/10/2001,07/10/2001,"1","F",8.42," ",1019," ",4897.1," ",4.28," ",20.8," ",15," ",6.82," ",54.40,"H6",112," ",0.0,"H218",4933.8,"H263",3768.8,"H204",3047.0,"H217",224.5,"H238",1.8," ",5900.6,"H24",25.0,"H14",558.8,"H24",1250," ",7.0,"H263",17.58,"H9",0.004,2.63,4436.844,109.419,4548.61,11975.56,11033.24,942.32,11973.98,0.034,4.1,68.05,1384.37,1080.37,2,"air in cubitainer","WATER CHEMISTRY COLLECTED ON 07/10/2001."," " 
"WNDP99-0576",2001,1,"Yes",06/19/2001,06/19/2001,"1","E",8.28," ",671," ",5347.2,"H8",11.2," ",70.1,"H16",35," ",17.13," ",59.98,"H7",144," ",0.0,"H228",2520.1,"H252",3581.9,"H286",998.5,"H223",262.9,"H285",4.7," ",1865.5,"H55",5.7," ",216.3," ",1701," ",7.0,"H284",10.84,"H8",0.005,1.905,4892.643,87.41,4981.63,7367.74,7069.48,298.25,7363.43,0.019,2.07,170.81,799.67,682.62,2,"air in cubitainer"," "," " 
"WNDP99-0578",2001,1,"Yes",07/24/2001,07/24/2001,"1","G",8.40," ",3071,"H9",8237.1,"H8",33," ",68.9," ",35," ",20.44," ",80.39,"H7",169," ",0.0,"H218",5821.5,"H249",8177.4,"H245",21484.9,"H233",273.1,"H224",2.2," ",28351.0,"H21",0.0,"H20",256.7,"H20",1723," ",6.0,"H249",3.53," ",0.004,2.512,6557.555,154.44,6714.07,35758.79,35322.19,436.6,35756.82,0.099,0.61,203.92,4466.46,2895.52,2," "," "," " 
"WNDP99-0580",2001,1,"Yes",07/12/2001,07/12/2001,"1","C",8.11,"H4",1168," ",7253.6," ",17.9,"H4",46.8," ",25,"H4",13.63," ",81.21,"H7",390,"H64",1.0,"H216",5009.6,"H260",4492.1,"H232",3561.4,"H215",415.6,"H236",17.6," ",5240.2,"H25",20.7,"H12",722.6,"H25",2215,"H64",6.0,"H261",28.07,"H8",0.008,1.288,6606.528,79.798,6687.16,13495.27,12671.14,824.13,13478.77,0.035,3.15,135.78,1521.73,1223.87,4,"a lot of air in cubitainer"," "," " 
"WNDP99-0582",2001,1,"Yes",07/11/2001,07/11/2001,"1","H",7.89," ",1229," ",7125.2," ",2.22," ",4.4," ",30," ",17.07," ",82.47,"H5",214," ",0.0,"H217",7300.4,"H271",6425.7,"H233",999.1,"H216",102.9,"H236",9.1," ",7622.2,"H23",8.6,"H13",104.4,"H13",1645," ",0.0,"H262",14.72,"H8",0.013,0.776,6649.809,48.398,6698.52,14836.83,14434.12,402.72,14828.09,0.047,1.38,169.76,1750.73,1350.66,1,"air in cubitainer"," "," " 
"WNDP99-0584",2001,1,"Yes",07/26/2001,07/26/2001,"1","F",8.48,"H4",1563,"H11",5894.7," ",15.8,"H4",54.7," ",40,"H4",11.41," ",56.33,"H7",129," ",0.0,"H216",3528.7,"H247",4635.6,"H237",8524.0,"H231",315.7,"H222",1.5," ",11444.3,"H14",0.0,"H12",374.9,"H14",1089," ",14.0,"H247",5.72,"H8",0.003,3.02,4591,129.995,4723.72,17005.35,16543.21,462.14,17004.04,0.046,1.38,113.87,2063.78,1472.54,4," "," "," " 
"WNDP99-0605",2001,1,"Yes",06/11/2001,06/11/2001,"1","F",8.56," ",2166," ",5830.8," ",9.81," ",32," ",5," ",11.15," ",64.62,"H5",60,"H31",0.0,"H236",4305.2,"H260",7684.5,"H294",13095.5,"H246",313.8,"H226",1.1," ",19113.6," ",0.0," ",310.8," ",870,"H31",9.0,"H292",1.64," ",0.003,3.631,5258.36,179.007,5440.66,25399.9,24865.42,534.48,25398.99,0.072,1.06,111.3,3142.19,2134.45,3,"loose cap on cubitainer; air in cubitainer"," "," " 
"WNDP99-0611",2001,1,"Yes",06/20/2001,06/20/2001,"1","K",8.47," ",2604," ",9548.7," ",26.4," ",74.3,"H15",50," ",19.76," ",105.02,"H6",455,"H49",0.0,"H236",3999.6,"H251",5586.9,"H285",19135.9,"H222",281.1,"H284",2.3," ",17473.4,"H42",2.9,"H33",1108.8,"H42",2420,"H49",4.0,"H283",8.90," ",0.003,2.951,8560.573,236.876,8799.83,29005.4,27385.43,1619.98,29003.41,0.069,2.87,197.19,3393.72,2353.85,2,"very dark water"," "," " 
"WNDP99-0615",2001,1,"Yes",07/10/2001,07/10/2001,"1","F",8.02," ",972," ",5825.1," ",12.8," ",55.2,"H15",20," ",9.13," ",66.72,"H6",264," ",1.0,"H218",4814.8,"H231",3459.3,"H204",3042.5,"H217",173.2,"H238",3.4," ",3634.1,"H24",0.0,"H14",1182.4,"H24",1014," ",7.0,"H263",21.35,"H9",0.01,1.047,5412.468,53.139,5466.28,11492.89,10283.18,1209.71,11489.69,0.029,5.56,90.89,1260.71,1047.81,2,"air in cubitainer"," "," " 
"WNDP99-0617",2001,1,"Yes",07/09/2001,07/09/2001,"1","F",8.53," ",451," ",3955.8," ",6.37," ",5.9," ",35," ",17.50," ",42.78,"H4",87,"H29",0.0,"H219",1571.2,"H225",2921.5,"H205",329.8,"H199",211.0,"H239",3.1," ",981.0,"H23",4.3,"H15",108.3,"H15",1575,"H29",3.0,"H264",6.12,"H10",0.003,3.388,3483.521,110.672,3597.37,5036.06,4691.21,344.85,5033.43,0.013,3.55,174.68,530.9,465.13,2,"yellow water"," "," " 
"WNDP99-0633",2001,1,"Yes",08/14/2001,08/14/2001,"1","F",8.59," ",1175," ",4451.8," ",110," ",121.8," ",25," ",6.18," ",45.13,"H6",171,"H30",0.0,"H198",2629.0,"H227",1918.2,"H218",7572.2,"H212",258.0,"H204",0.7,"H29",7933.7,"H106",0.0," ",165.0," ",533,"H30",20.0,"H228",11.99," ",0.003,3.89,3669.506,133.852,3807.03,12378,11905.92,472.08,12377.4,0.031,1.94,61.7,1476.85,1065.41,2," "," "," " 
"WNDP99-0648",2002,1,"Yes",06/10/2002,06/10/2002,"1","F",8.21," ",1340," ",7899.2," ",5.95," ",25," ",20," ",9.58," ",87.37,"H4",205,"H60",0.0,"H634",4381.7," ",4068.4," ",5915.7," ",394.9," ",1.9," ",6311.8,"H23",2.9," ",547.8,"H23",972,"H60",6.0,"H302",15.66," ",0.00616595,1.6218100974,7121.836274,108.29558482,7231.2695701,14762.398451,14094.160989,668.23746255,14760.67568,0.0367335376,1.1578605965,95.453946271,1673.3012837,1310.1421043,1," "," "," " 
"WNDP99-0650",2002,1,"Yes",06/04/2002,06/04/2002,"1","F",8.44," ",987," ",5395.1,"H8",4.99," ",12.04," ",15," ",5.68," ",58.13,"H7",96," ",1.3,"H660",4897.2," ",3265.9," ",2896.1," ",293.1," ",1.4," ",5245.2,"H21",0.0,"H8",513.6,"H13",558,"H91",3.0,"H308",21.23,"H10",0.0036307805,2.7542287033,4739.9866864,122.40407813,4864.8375037,11353.499922,10623.958853,729.54106864,11352.24168,0.0312847096,1.6597484634,56.703547517,1309.7598783,1033.7318143,2," "," "," " 
"WNDP99-0654",2002,1,"Yes",06/08/2002,06/08/2002,"1","F",8.34," ",1455,"H325",10680.3," ",4.2,"H4",3.96," ",40," ",11.21," ",117.96,"H6",143,"H62",0.0,"H636",2050.9," ",2023.7," ",11870.6," ",146.1," ",1.1," ",5143.9,"H9",0.0," ",397.4,"H25",772,"H62",6.2,"H304",6.00," ",0.0045708819,2.1877616239,9623.7815327,197.40789666,9822.7241959,16092.352376,15364.672211,727.680165,16091.318436,0.0298523095,1.1566258643,111.82834336,1718.7259017,1330.617533,3,"Filtered, unacidified split froze when refrigerator malfuntioned.  Sample frozen prior to silicate analysis. Yellow water."," "," " 
"WNDP99-0655",2002,1,"Yes",06/05/2002,06/05/2002,"1","G",8.46," ",914," ",4789.2," ",1.04," ",7.2," ",15," ",4.92," ",44.84," ",48," ",0.5,"H659",4410.7," ",3586.7," ",2163.6," ",177.2," ",1.9," ",5021.0,"H20",7.9," ",480.3,"H12",671,"H90",1.7,"H307",9.15,"H9",0.0034673685,2.8840315031,3655.9510308,98.859665258,3757.4642686,10339.789357,9266.8470076,1072.9423494,10338.164166,0.0294790916,2.7361713899,49.048881471,1182.8956578,929.65592315,1," "," "," " 
"WNDP99-0671",2002,1,"Yes",06/07/2002,06/07/2002,"1","F",8.37," ",1843,"H326",7299.2," ",5.31," ",21.6," ",35," ",28.77," ",77.89,"H7",618,"H41",0.0,"H637",967.6,"H187",7460.5," ",9639.2,"H185",606.4," ",2.9," ",13136.6,"H18",5.0,"H26",802.9,"H10",3410,"H41",6.0,"H305",7.67," ",0.0042657952,2.3442288153,6354.3689723,139.66616057,6495.9554869,18676.159129,20440.867396,-1764.708267,18673.5995,0.052115018,-2.255677928,287.02417121,2385.8880028,1687.3892611,1,"Critter in cubitainer.","THIS AREA OF THE REACH RECEIVED A LIGHT RAIN THE PREVIOUS NIGHT AND EARLY THIS MORNING."," " 
"WNDP99-0676",2002,1,"Yes",06/03/2002,06/03/2002,"1","F",8.19," ",1689,"H8",8423.5,"H9",11.6," ",14.72," ",25," ",15.41," ",91.95,"H8",232," ",0.0,"H661",4324.8," ",5072.1," ",9526.1," ",326.8," ",2.5,"H29",9856.8,"H14",0.0,"H9",992.3,"H14",1425,"H92",0.3,"H309",9.05,"H11",0.0064565423,1.5488166189,7492.5540355,108.8049489,7602.3972156,19252.125021,18452.007481,800.11753963,19249.799904,0.0478958459,1.0610475385,153.61540346,2232.8031763,1673.1240481,2,"Yellow water"," "," " 
"WNDP99-0680",2003,1,"Yes",08/21/2003,08/21/2003,"1","F",8.38,"H5",1821," ",6788.7," ",4.43,"H4",7.3," ",25,"H4",14.62," ",73.05,"H8",937," ",0.0,"H192",3391.2," ",4183.1," ",12344.7," ",439.4," ",1.8," ",9273.9,"H43",0.0,"H14",3276.1,"H43",1600,"H42",17.0," ",10.39,"H10",0.0041686938,2.398832919,5959.4488426,134.03705021,6095.488877,20360.019489,18645.864226,1714.1552632,20358.42212,0.0449762689,2.1973034578,145.8475095,2340.876183,1780.6177587,2," "," "," " 
"WNDP99-0683",2002,1,"Yes",06/06/2002,06/06/2002,"1","F",8.23,"H4",2022," ",6968.0," ",14.7,"H4",64.64," ",20,"H4",10.57," ",74.86,"H8",229," ",0.0,"H638",7844.3," ",7754.2,"H195",6777.0," ",326.3," ",10.1," ",13613.6,"H96",27.1," ",2622.0,"H27",1559,"H89",9.2,"H306",14.56,"H8",0.0058884366,1.6982436525,6103.7021673,97.187877919,6202.1756569,22711.079587,22465.319649,245.75993815,22701.79728,0.0665520685,0.2720003611,105.39520978,2811.3225151,2093.3191516,2," "," "," " 
"WNDP99-0685",2002,1,"Yes",06/08/2002,06/08/2002,"1","E",8.44," ",1799,"H325",8665.5," ",19.1,"H4",29.24," ",35," ",11.01," ",95.27,"H6",100,"H62",0.0,"H636",2423.6," ",3001.0," ",13989.0," ",173.2," ",1.4," ",11067.1,"H17",0.0," ",247.9,"H25",914,"H62",3.9,"H304",7.23," ",0.0036307805,2.7542287033,7768.6105082,200.61440476,7971.4599028,19588.03589,19286.989082,301.04680814,19586.777648,0.0444760035,0.3871982183,109.85981801,2281.0098014,1623.4690836,3,"Turbid sample"," "," " 
"WNDP99-0688",2002,1,"Yes",06/06/2002,06/06/2002,"1","C",8.63,"H4",1496," ",7592.3," ",16.8,"H4",46.72," ",40,"H4",19.41," ",77.41,"H8",181,"H83",0.0,"H638",4071.3," ",6910.8," ",5411.2," ",422.5," ",2.3," ",8986.6,"H11",5.0,"H27",568.5,"H11",2261,"H83",2.5,"H306",8.61,"H8",0.0023442288,4.265795188,6286.6653383,251.44274401,6541.9701992,16817.693223,16102.427715,715.26550751,16815.808792,0.0467903765,1.0863652488,193.811158,1971.2604912,1489.0302223,2," ","COLLECTED WATER SAMPLE AT TRANSECT C, BECAUSE THERE WAS FLOWING WATER IN THE CROSS SECTION."," " 
"WNDP99-0689",2003,1,"Yes",08/20/2003,08/20/2003,"1","C",8.00," ",1140," ",5582.4," ",3.41,"H5",19.3,"H15",15,"H5",6.86," ",62.10,"H6",165," ",0.0,"H193",6197.6," ",4860.2," ",2439.4," ",197.2," ",4.1," ",7279.7,"H44",7.1,"H15",456.4,"H20",1128," ",0.0," ",30.17," ",0.01,1,5033.8031525,47.197065173,5081.6524124,13698.216662,12825.225298,872.99136461,13694.331648,0.0408386918,1.6456977302,68.284989343,1608.2882125,1238.4946022,2," "," "," " 
