"UNIQUE_ID","DSGN_CYCLE","COMID","SITE_ID"
"NRS_KS-10011","2008-09","20983869","FW08KS006"
"NRS_KS-10018","2008-09","18865370","FW08KS001"
"NRS_KS-10035","2008-09","3704214","FW08KS007"
"NRS_KS-10036","2008-09","22077841","FW08KS008"
"NRS_KS-10037","2008-09","941030323","FW08KS009"
"NRS_IN-10041","2008-09","18507728","FW08IN023"
"NRS_IN-10042","2008-09","18445694","FW08IN024"
"NRS_IN-10043","2008-09","12261122","FW08IN025"
"NRS_IN-10045","2008-09","18482604","FW08IN027"
"NRS_IN-10046","2008-09","3922231","FW08IN028"
"NRS_IN-10047","2008-09","12264588","FW08IN029"
"NRS_IN-10048","2008-09","10083026","FW08IN030"
"NRS_IN-10049","2008-09","18490272","FW08IN031"
"NRS_IN-10050","2008-09","18445742","FW08IN032"
"NRS_IN-10051","2008-09","18487636","FW08IN033"
"NRS_IN-10052","2008-09","18474767","FW08IN039"
"NRS_KS-10007","2008-09","10125204","FW08KS005"
"NRS_KS-10051","2008-09","3727819","FW08KS023"
"NRS_KS-10052","2008-09","21145532","FW08KS024"
"NRS_KS-10053","2008-09","18914747","FW08KS025"
"NRS_KS-10056","2008-09","20081368","FW08KS028"
"NRS_KS-10057","2008-09","21066552","FW08KS029"
"NRS_KS-10059","2008-09","20891997","FW08KS031"
"NRS_KS-10060","2008-09","20908607","FW08KS032"
"NRS_KS-10061","2008-09","21249994","FW08KS033"
"NRS_KS-10064","2008-09","22082845","FW08KS036"
"NRS_KS-10065","2008-09","18849532","FW08KS037"
"NRS_KS-10066","2008-09","18879960","FW08KS038"
"NRS_KS-10038","2008-09","5955739","FW08KS010"
"NRS_KS-10039","2008-09","2252949","FW08KS011"
"NRS_KS-10040","2008-09","21515712","FW08KS012"
"NRS_KS-10043","2008-09","21518118","FW08KS015"
"NRS_KS-10044","2008-09","18886284","FW08KS016"
"NRS_KS-10045","2008-09","18949889","FW08KS017"
"NRS_KS-10046","2008-09","3644256","FW08KS018"
"NRS_KS-10047","2008-09","18950597","FW08KS019"
"NRS_KS-10049","2008-09","19017115","FW08KS021"
"NRS_KS-10050","2008-09","5926470","FW08KS022"
"NRS_KS-10073","2008-09","21027224","FW08KS045"
"NRS_KS-10075","2008-09","20872826","FW08KS047"
"NRS_KS-10067","2008-09","3646540","FW08KS039"
"NRS_KS-10068","2008-09","21160591","FW08KS040"
"NRS_KS-10070","2008-09","7347781","FW08KS042"
"NRS_KS-10071","2008-09","10115436","FW08KS043"
"NRS_KS-10072","2008-09","18914905","FW08KS044"
"NRS_KY-10015","2008-09","2091805","FW08KY011"
"NRS_KY-10016","2008-09","1823482","FW08KY004"
"NRS_KY-10020","2008-09","4033936","FW08KY012"
"NRS_KY-10021","2008-09","2091483","FW08KY005"
"NRS_KY-10025","2008-09","453500","FW08KY009"
"NRS_KY-10027","2008-09","1936544","FW08KY001"
"NRS_KS-10076","2008-09","20929148","FW08KS048"
"NRS_KS-10079","2008-09","3646864","FW08KS055"
"NRS_KS-10080","2008-09","21160905","FW08KS056"
"NRS_KS-10081","2008-09","21223919","FW08KS057"
"NRS_KS-10082","2008-09","7328214","FW08KS058"
"NRS_KS-10083","2008-09","10116836","FW08KS059"
"NRS_KS-10084","2008-09","18886144","FW08KS060"
"NRS_KS-10085","2008-09","21250356","FW08KS061"
"NRS_KS-10087","2008-09","2997150","FW08KS063"
"NRS_KY-10005","2008-09","488300","FW08KY008"
"NRS_KY-10008","2008-09","4032718","FW08KY002"
"NRS_KY-10028","2008-09","11866712","FW08KY013"
"NRS_KY-10029","2008-09","453762","FW08KY014"
"NRS_KY-10031","2008-09","10358680","FW08KY016"
"NRS_KY-10032","2008-09","11870012","FW08KY017"
"NRS_KY-10034","2008-09","4000880","FW08KY019"
"NRS_KY-10035","2008-09","11627991","FW08KY020"
"NRS_KY-10036","2008-09","886737","FW08KY021"
"NRS_KY-10037","2008-09","10161818","FW08KY022"
"NRS_KY-10038","2008-09","2081568","FW08KY023"
"NRS_KY-10039","2008-09","4035424","FW08KY024"
"NRS_KY-10067","2008-09","10157463","FW08KY072"
"NRS_KY-10068","2008-09","7469402","FW08KY097"
"NRS_KY-10011","2008-09","10358532","FW08KY003"
"NRS_KY-10012","2008-09","434558","FW08KY007"
"NRS_KY-10014","2008-09","11879846","FW08KY006"
"NRS_KY-10040","2008-09","504614","FW08KY025"
"NRS_KY-10041","2008-09","1935876","FW08KY026"
"NRS_KY-10044","2008-09","1839935","FW08KY029"
"NRS_KY-10046","2008-09","10301069","FW08KY031"
"NRS_KY-10047","2008-09","10110367","FW08KY032"
"NRS_KY-10048","2008-09","14128159","FW08KY033"
"NRS_KY-10049","2008-09","2092209","FW08KY034"
"NRS_KY-10050","2008-09","4033256","FW08KY035"
"NRS_KY-10052","2008-09","886033","FW08KY037"
"NRS_KY-10069","2008-09","7469382","FW08KY209"
"NRS_LA-10022","2008-09","20089184","FW08LA004"
"NRS_LA-10031","2008-09","19053476","FW08LA009"
"NRS_LA-10040","2008-09","15083581","FW08LA006"
"NRS_LA-10062","2008-09","18974825","FW08LA005"
"NRS_LA-10079","2008-09","17917807","FW08LA011"
"NRS_LA-10081","2008-09","19916928","FW08LA013"
"NRS_LA-10082","2008-09","19474563","FW08LA014"
"NRS_LA-10085","2008-09","19373816","FW08LA017"
"NRS_LA-10086","2008-09","19945005","FW08LA018"
"NRS_LA-10090","2008-09","1136232","FW08LA022"
"NRS_LA-10091","2008-09","22364943","FW08LA023"
"NRS_LA-10096","2008-09","18059676","FW08LA028"
"NRS_LA-10097","2008-09","19919288","FW08LA029"
"NRS_LA-10098","2008-09","15222340","FW08LA030"
"NRS_LA-10100","2008-09","19280778","FW08LA032"
"NRS_LA-10101","2008-09","19374362","FW08LA033"
"NRS_LA-10103","2008-09","15181957","FW08LA035"
"NRS_LA-10104","2008-09","19085477","FW08LA036"
"NRS_LA-10105","2008-09","19918026","FW08LA037"
"NRS_LA-10107","2008-09","18990298","FW08LA039"
"NRS_LA-10108","2008-09","19406876","FW08LA040"
"NRS_LA-10112","2008-09","19266232","FW08LA044"
"NRS_KY-10054","2008-09","12152500","FW08KY039"
"NRS_KY-10055","2008-09","4004698","FW08KY040"
"NRS_KY-10056","2008-09","455918","FW08KY041"
"NRS_KY-10057","2008-09","1936148","FW08KY042"
"NRS_KY-10059","2008-09","2087257","FW08KY050"
"NRS_KY-10060","2008-09","11898062","FW08KY056"
"NRS_KY-10062","2008-09","3407423","FW08KY062"
"NRS_LA-10126","2008-09","19919742","FW08LA062"
"NRS_LA-10130","2008-09","19086179","FW08LA067"
"NRS_LA-10131","2008-09","19085519","FW08LA068"
"NRS_LA-10132","2008-09","22814383","FW08LA070"
"NRS_LA-10133","2008-09","938080179","FW08LA072"
"NRS_LA-10113","2008-09","15145788","FW08LA045"
"NRS_LA-10117","2008-09","19408088","FW08LA049"
"NRS_LA-10118","2008-09","19939823","FW08LA050"
"NRS_LA-10119","2008-09","25732008","FW08LA051"
"NRS_LA-10120","2008-09","19085479","FW08LA052"
"NRS_LA-10124","2008-09","21906227","FW08LA059"
"NRS_LA-10152","2008-09","18061866","FW08LA108"
"NRS_LA-10161","2008-09","19086185","FW08LA131"
"NRS_LA-10163","2008-09","22798749","FW08LA134"
"NRS_LA-10164","2008-09","3710256","FW08LA140"
"NRS_LA-10168","2008-09","19088123","FW08LA151"
"NRS_LA-10134","2008-09","19432872","FW08LA073"
"NRS_LA-10136","2008-09","3710248","FW08LA079"
"NRS_LA-10140","2008-09","19268286","FW08LA088"
"NRS_LA-10141","2008-09","19349145","FW08LA092"
"NRS_LA-10142","2008-09","19432862","FW08LA094"
"NRS_LA-10144","2008-09","938060154","FW08LA096"
"NRS_LA-10145","2008-09","19369742","FW08LA097"
"NRS_LA-10147","2008-09","21901565","FW08LA099"
"NRS_LA-10148","2008-09","19269466","FW08LA100"
"NRS_LA-10149","2008-09","8342369","FW08LA102"
"NRS_LA-10150","2008-09","19406874","FW08LA104"
"NRS_LA-10169","2008-09","19269130","FW08LA152"
"NRS_LA-10174","2008-09","19277148","FW08LA160"
"NRS_LA-10176","2008-09","19052620","FW08LA164"
"NRS_LA-10179","2008-09","19086167","FW08LA167"
"NRS_LA-10182","2008-09","941140090","FW08LA173"
"NRS_LA-10183","2008-09","19085501","FW08LA180"
"NRS_LA-10184","2008-09","22798749","FW08LA182"
"NRS_LA-10185","2008-09","22799299","FW08LA195"
"NRS_LA-10186","2008-09","22798749","FW08LA198"
"NRS_LA-10187","2008-09","19086949","FW08LA227"
"NRS_LA-10188","2008-09","19085455","FW08LA228"
"NRS_MA-10068","2008-09","6779065","FW08MA021"
"NRS_MA-10047","2008-09","5867107","FW08MA001"
"NRS_MA-10049","2008-09","6126589","FW08MA002"
"NRS_MA-10050","2008-09","6746094","FW08MA003"
"NRS_MA-10051","2008-09","9343409","FW08MA004"
"NRS_MA-10052","2008-09","6778961","FW08MA005"
"NRS_MA-10053","2008-09","6129881","FW08MA006"
"NRS_MA-10054","2008-09","6745786","FW08MA007"
"NRS_MA-10056","2008-09","6097177","FW08MA009"
"NRS_MA-10059","2008-09","7710044","FW08MA012"
"NRS_MA-10060","2008-09","7692197","FW08MA013"
"NRS_MA-10062","2008-09","6778513","FW08MA015"
"NRS_MA-10070","2008-09","6745920","FW08MA023"
"NRS_MA-10071","2008-09","6123953","FW08MA026"
"NRS_MD-10008","2008-09","8410509","FW08MD005"
"NRS_MD-10011","2008-09","8448522","FW08MD004"
"NRS_MD-10013","2008-09","11909178","FW08MD001"
"NRS_MD-10014","2008-09","8431624","FW08MD003"
"NRS_MD-10017","2008-09","22337801","FW08MD002"
"NRS_MD-10018","2008-09","8392364","FW08MD006"
"NRS_MD-10019","2008-09","14363934","FW08MD007"
"NRS_MD-10020","2008-09","4507500","FW08MD008"
"NRS_MD-10021","2008-09","5891916","FW08MD009"
"NRS_MD-10022","2008-09","22338561","FW08MD010"
"NRS_MA-10063","2008-09","7710162","FW08MA016"
"NRS_MA-10064","2008-09","6782191","FW08MA017"
"NRS_MA-10065","2008-09","6126589","FW08MA018"
"NRS_MA-10066","2008-09","6746014","FW08MA019"
"NRS_MA-10067","2008-09","6778961","FW08MA020"
"NRS_MD-10026","2008-09","22340887","FW08MD014"
"NRS_MD-10027","2008-09","8431716","FW08MD015"
"NRS_MD-10028","2008-09","5891410","FW08MD016"
"NRS_MD-10030","2008-09","22341047","FW08MD018"
"NRS_MD-10031","2008-09","8450498","FW08MD019"
"NRS_MD-10032","2008-09","5894782","FW08MD020"
"NRS_MD-10033","2008-09","11689720","FW08MD021"
"NRS_MD-10023","2008-09","14362942","FW08MD011"
"NRS_MD-10024","2008-09","4507412","FW08MD012"
"NRS_MD-10025","2008-09","8447702","FW08MD013"
"NRS_ME-10240","2008-09","4287419","FW08ME002"
"NRS_ME-10243","2008-09","720058","FW08ME008"
"NRS_ME-10244","2008-09","816563","FW08ME009"
"NRS_ME-10245","2008-09","1023634","FW08ME007"
"NRS_ME-10246","2008-09","1701588","FW08ME001"
"NRS_ME-10247","2008-09","5194912","FW08ME006"
"NRS_ME-10251","2008-09","1735618","FW08ME005"
"NRS_ME-10254","2008-09","3323202","FW08ME004"
"NRS_ME-10256","2008-09","3320216","FW08ME011"
"NRS_ME-10262","2008-09","5845376","FW08ME003"
"NRS_ME-10264","2008-09","4287139","FW08ME013"
"NRS_ME-10267","2008-09","4287817","FW08ME016"
"NRS_ME-10268","2008-09","1713416","FW08ME017"
"NRS_ME-10269","2008-09","2678134","FW08ME018"
"NRS_ME-10270","2008-09","9316901","FW08ME019"
"NRS_ME-10271","2008-09","4289195","FW08ME020"
"NRS_ME-10272","2008-09","1719869","FW08ME021"
"NRS_ME-10273","2008-09","3325392","FW08ME022"
"NRS_ME-10276","2008-09","3322526","FW08ME026"
"NRS_ME-10277","2008-09","6712643","FW08ME027"
"NRS_MD-10034","2008-09","8392514","FW08MD022"
"NRS_MD-10035","2008-09","14363720","FW08MD023"
"NRS_MD-10036","2008-09","4507406","FW08MD024"
"NRS_MD-10037","2008-09","8448708","FW08MD025"
"NRS_MD-10038","2008-09","11908088","FW08MD026"
"NRS_MD-10039","2008-09","14363560","FW08MD027"
"NRS_MD-10040","2008-09","8450552","FW08MD028"
"NRS_MD-10042","2008-09","4529611","FW08MD030"
"NRS_ME-10239","2008-09","4288323","FW08ME010"
"NRS_MI-10045","2008-09","9005029","FW08MI019"
"NRS_MI-10046","2008-09","13189972","FW08MI020"
"NRS_MI-10009","2008-09","12942280","FW08MI009"
"NRS_MI-10013","2008-09","6859814","FW08MI015"
"NRS_MI-10014","2008-09","12121694","FW08MI008"
"NRS_MI-10016","2008-09","12021208","FW08MI004"
"NRS_MI-10017","2008-09","8991744","FW08MI012"
"NRS_MI-10025","2008-09","13015417","FW08MI006"
"NRS_MI-10026","2008-09","11946917","FW08MI013"
"NRS_MI-10028","2008-09","9019417","FW08MI010"
"NRS_MI-10029","2008-09","3473045","FW08MI001"
"NRS_MI-10033","2008-09","8990106","FW08MI003"
"NRS_MI-10034","2008-09","12221576","FW08MI007"
"NRS_MI-10047","2008-09","13182966","FW08MI021"
"NRS_MI-10048","2008-09","3472557","FW08MI022"
"NRS_MI-10049","2008-09","12257114","FW08MI023"
"NRS_MI-10050","2008-09","13008982","FW08MI024"
"NRS_MI-10051","2008-09","8991078","FW08MI025"
"NRS_MI-10052","2008-09","9005833","FW08MI026"
"NRS_MI-10054","2008-09","13015191","FW08MI028"
"NRS_MI-10055","2008-09","12944416","FW08MI029"
"NRS_MI-10056","2008-09","12242722","FW08MI030"
"NRS_MI-10057","2008-09","14443488","FW08MI031"
"NRS_MI-10058","2008-09","13054236","FW08MI032"
"NRS_MI-10059","2008-09","12242108","FW08MI033"
"NRS_MI-10041","2008-09","6789381","FW08MI005"
"NRS_MI-10043","2008-09","12242058","FW08MI017"
"NRS_MI-10062","2008-09","13194304","FW08MI036"
"NRS_MI-10063","2008-09","10850232","FW08MI037"
"NRS_MI-10064","2008-09","12255494","FW08MI038"
"NRS_MI-10065","2008-09","6860660","FW08MI039"
"NRS_MI-10067","2008-09","12130714","FW08MI041"
"NRS_MI-10068","2008-09","12135392","FW08MI042"
"NRS_MI-10069","2008-09","11959884","FW08MI043"
"NRS_MI-10070","2008-09","12232132","FW08MI044"
"NRS_MI-10071","2008-09","12944626","FW08MI045"
"NRS_MI-10072","2008-09","12134936","FW08MI046"
"NRS_MI-10073","2008-09","11929870","FW08MI047"
"NRS_MI-10074","2008-09","12186645","FW08MI048"
"NRS_MI-10076","2008-09","12960535","FW08MI050"
"NRS_MI-10078","2008-09","13195528","FW08MI052"
"NRS_MI-10079","2008-09","10848476","FW08MI053"
"NRS_MI-10080","2008-09","3467441","FW08MI054"
"NRS_MI-10081","2008-09","11939859","FW08MI055"
"NRS_MI-10083","2008-09","12133526","FW08MI057"
"NRS_MN-10056","2008-09","22237188","FW08MN016"
"NRS_MN-10057","2008-09","6582036","FW08MN017"
"NRS_MN-10058","2008-09","937010765","FW08MN018"
"NRS_MN-10059","2008-09","2723275","FW08MN019"
"NRS_MI-10060","2008-09","12952866","FW08MI034"
"NRS_MI-10061","2008-09","9017535","FW08MI035"
"NRS_MI-10084","2008-09","9008281","FW08MI058"
"NRS_MI-10085","2008-09","11930056","FW08MI063"
"NRS_MI-10088","2008-09","13192418","FW08MI077"
"NRS_MI-10089","2008-09","6828549","FW08MI079"
"NRS_MI-10090","2008-09","12220680","FW08MI080"
"NRS_MN-10019","2008-09","2649170","FW08MN008"
"NRS_MN-10024","2008-09","2361644","FW08MN002"
"NRS_MN-10026","2008-09","22192952","FW08MN010"
"NRS_MN-10061","2008-09","10597422","FW08MN021"
"NRS_MN-10062","2008-09","1777756","FW08MN022"
"NRS_MN-10063","2008-09","22192986","FW08MN023"
"NRS_MN-10064","2008-09","2387062","FW08MN024"
"NRS_MN-10071","2008-09","2645588","FW08MN031"
"NRS_MN-10072","2008-09","7164536","FW08MN032"
"NRS_MN-10073","2008-09","2353858","FW08MN033"
"NRS_MN-10074","2008-09","4252746","FW08MN034"
"NRS_MN-10075","2008-09","1100776","FW08MN035"
"NRS_MN-10076","2008-09","1104280","FW08MN036"
"NRS_MN-10077","2008-09","10597376","FW08MN037"
"NRS_MN-10027","2008-09","4802914","FW08MN009"
"NRS_MN-10028","2008-09","2028883","FW08MN001"
"NRS_MN-10029","2008-09","2629350","FW08MN011"
"NRS_MN-10037","2008-09","1769706","FW08MN004"
"NRS_MN-10043","2008-09","7069573","FW08MN006"
"NRS_MN-10047","2008-09","1766976","FW08MN005"
"NRS_MN-10053","2008-09","2118476","FW08MN013"
"NRS_MN-10081","2008-09","4858627","FW08MN041"
"NRS_MN-10082","2008-09","1793809","FW08MN042"
"NRS_MN-10083","2008-09","7027409","FW08MN043"
"NRS_MN-10085","2008-09","4122476","FW08MN045"
"NRS_MN-10087","2008-09","2363500","FW08MN047"
"NRS_MN-10079","2008-09","22325789","FW08MN039"
"NRS_MN-10080","2008-09","2441760","FW08MN040"
"NRS_MN-10107","2008-09","7139426","FW08MN070"
"NRS_MN-10108","2008-09","7158378","FW08MN076"
"NRS_MN-10111","2008-09","7165736","FW08MN080"
"NRS_MN-10116","2008-09","2440956","FW08MN093"
"NRS_MN-10119","2008-09","7057531","FW08MN119"
"NRS_MO-10018","2008-09","5057167","FW08MO004"
"NRS_MO-10020","2008-09","2509085","FW08MO001"
"NRS_MO-10024","2008-09","7371325","FW08MO006"
"NRS_MO-10025","2008-09","3703114","FW08MO005"
"NRS_MO-10026","2008-09","5814271","FW08MO008"
"NRS_MN-10089","2008-09","4141632","FW08MN049"
"NRS_MN-10090","2008-09","7111241","FW08MN050"
"NRS_MN-10091","2008-09","2655022","FW08MN051"
"NRS_MN-10092","2008-09","1104206","FW08MN052"
"NRS_MN-10093","2008-09","2456532","FW08MN053"
"NRS_MN-10096","2008-09","2442394","FW08MN056"
"NRS_MN-10097","2008-09","4858791","FW08MN057"
"NRS_MN-10100","2008-09","7746433","FW08MN060"
"NRS_MN-10101","2008-09","4140904","FW08MN061"
"NRS_MN-10104","2008-09","2388184","FW08MN065"
"NRS_MN-10106","2008-09","2389238","FW08MN068"
"NRS_MO-10027","2008-09","2333107","FW08MO007"
"NRS_MO-10029","2008-09","880484","FW08MO009"
"NRS_MO-10030","2008-09","4989371","FW08MO010"
"NRS_MO-10031","2008-09","7669218","FW08MO011"
"NRS_MO-10032","2008-09","5108252","FW08MO012"
"NRS_MO-10033","2008-09","7445435","FW08MO013"
"NRS_MO-10034","2008-09","2930839","FW08MO014"
"NRS_MO-10057","2008-09","6010272","FW08MO037"
"NRS_MO-10058","2008-09","5092678","FW08MO038"
"NRS_MO-10059","2008-09","4388333","FW08MO039"
"NRS_MO-10061","2008-09","7520815","FW08MO041"
"NRS_MO-10062","2008-09","7390081","FW08MO044"
"NRS_MO-10035","2008-09","7609839","FW08MO015"
"NRS_MO-10037","2008-09","7413526","FW08MO017"
"NRS_MO-10038","2008-09","4638061","FW08MO018"
"NRS_MO-10039","2008-09","5995420","FW08MO019"
"NRS_MO-10041","2008-09","4636657","FW08MO021"
"NRS_MO-10043","2008-09","7499184","FW08MO023"
"NRS_MO-10044","2008-09","5814335","FW08MO024"
"NRS_MO-10045","2008-09","6010102","FW08MO025"
"NRS_MO-10046","2008-09","5040296","FW08MO026"
"NRS_MO-10047","2008-09","7519025","FW08MO027"
"NRS_MO-10049","2008-09","5165911","FW08MO029"
"NRS_MO-10067","2008-09","2509093","FW08MO058"
"NRS_MO-10069","2008-09","2252747","FW08MO068"
"NRS_MO-10070","2008-09","4868859","FW08MO069"
"NRS_MO-10072","2008-09","5108966","FW08MO076"
"NRS_MO-10073","2008-09","7371791","FW08MO080"
"NRS_MO-10074","2008-09","7470420","FW08MO086"
"NRS_MO-10075","2008-09","7469390","FW08MO102"
"NRS_MO-10076","2008-09","7470402","FW08MO150"
"NRS_MO-10077","2008-09","7477806","FW08MO214"
"NRS_MS-10008","2008-09","15706711","FW08MS004"
"NRS_MS-10015","2008-09","19110480","FW08MS002"
"NRS_MS-10023","2008-09","19269144","FW08MS006"
"NRS_MS-10024","2008-09","19180396","FW08MS007"
"NRS_MS-10025","2008-09","18696205","FW08MS008"
"NRS_MS-10026","2008-09","18118648","FW08MS009"
"NRS_MS-10027","2008-09","18984636","FW08MS010"
"NRS_MS-10030","2008-09","18604722","FW08MS013"
"NRS_MS-10031","2008-09","19268252","FW08MS014"
"NRS_MS-10033","2008-09","18697429","FW08MS016"
"NRS_MS-10034","2008-09","18195585","FW08MS017"
"NRS_MS-10036","2008-09","14191031","FW08MS019"
"NRS_MS-10037","2008-09","15701805","FW08MS020"
"NRS_MS-10040","2008-09","19185246","FW08MS023"
"NRS_MO-10051","2008-09","7590337","FW08MO031"
"NRS_MO-10053","2008-09","5059231","FW08MO033"
"NRS_MO-10055","2008-09","5155983","FW08MO035"
"NRS_MO-10056","2008-09","4390553","FW08MO036"
"NRS_MS-10055","2008-09","15760820","FW08MS038"
"NRS_MS-10059","2008-09","19187518","FW08MS042"
"NRS_MS-10062","2008-09","18178539","FW08MS045"
"NRS_MS-10065","2008-09","18153541","FW08MS048"
"NRS_MS-10067","2008-09","15748650","FW08MS050"
"NRS_MS-10069","2008-09","18104770","FW08MS052"
"NRS_MS-10070","2008-09","18122570","FW08MS053"
"NRS_MS-10075","2008-09","19108136","FW08MS058"
"NRS_MS-10079","2008-09","18000620","FW08MS062"
"NRS_MS-10081","2008-09","18155129","FW08MS064"
"NRS_MS-10086","2008-09","18121222","FW08MS069"
"NRS_MS-10087","2008-09","19269936","FW08MS070"
"NRS_MS-10100","2008-09","18055920","FW08MS083"
"NRS_MS-10101","2008-09","15738775","FW08MS084"
"NRS_MS-10103","2008-09","15736735","FW08MS086"
"NRS_MS-10111","2008-09","18057758","FW08MS094"
"NRS_MS-10117","2008-09","15702897","FW08MS100"
"NRS_MT-10117","2008-09","24319374","FW08MT007"
"NRS_MT-10131","2008-09","12325961","FW08MT019"
"NRS_MT-10134","2008-09","12439817","FW08MT010"
"NRS_MS-10042","2008-09","18121086","FW08MS025"
"NRS_MS-10043","2008-09","15687155","FW08MS026"
"NRS_MS-10050","2008-09","15786610","FW08MS033"
"NRS_MS-10051","2008-09","17992658","FW08MS034"
"NRS_MS-10118","2008-09","15707235","FW08MS101"
"NRS_MS-10119","2008-09","14190011","FW08MS127"
"NRS_MS-10120","2008-09","14189953","FW08MS139"
"NRS_MS-10121","2008-09","18055956","FW08MS147"
"NRS_MS-10122","2008-09","14191053","FW08MS191"
"NRS_MS-10123","2008-09","14189935","FW08MS203"
"NRS_MS-10124","2008-09","14197799","FW08MS211"
"NRS_MS-10125","2008-09","18063208","FW08MS238"
"NRS_MT-10017","2008-09","4222526","FW08MT005"
"NRS_MT-10021","2008-09","12421177","FW08MT001"
"NRS_MT-10062","2008-09","22966476","FW08MT017"
"NRS_MT-10063","2008-09","22937256","FW08MT015"
"NRS_MT-10083","2008-09","12620920","FW08MT008"
"NRS_MT-10108","2008-09","12303825","FW08MT006"
"NRS_MT-10287","2008-09","12297370","FW08MT033"
"NRS_MT-10289","2008-09","4167508","FW08MT035"
"NRS_MT-10290","2008-09","12656405","FW08MT036"
"NRS_MT-10292","2008-09","24357677","FW08MT038"
"NRS_MT-10141","2008-09","12444631","FW08MT004"
"NRS_MT-10145","2008-09","4264568","FW08MT002"
"NRS_MT-10156","2008-09","7196759","FW08MT013"
"NRS_MT-10167","2008-09","12462696","FW08MT012"
"NRS_MT-10201","2008-09","12416793","FW08MT014"
"NRS_MT-10274","2008-09","22977664","FW08MT020"
"NRS_MT-10276","2008-09","22937476","FW08MT022"
"NRS_MT-10277","2008-09","4363976","FW08MT023"
"NRS_MT-10278","2008-09","24349930","FW08MT024"
"NRS_MT-10279","2008-09","3012121","FW08MT025"
"NRS_MT-10283","2008-09","12605829","FW08MT029"
"NRS_MT-10284","2008-09","4061394","FW08MT030"
"NRS_MT-10293","2008-09","12617794","FW08MT039"
"NRS_MT-10295","2008-09","940100041","FW08MT041"
"NRS_MT-10296","2008-09","24349962","FW08MT042"
"NRS_MT-10297","2008-09","12443813","FW08MT043"
"NRS_MT-10298","2008-09","12780415","FW08MT044"
"NRS_MT-10299","2008-09","12730415","FW08MT045"
"NRS_MT-10301","2008-09","12320303","FW08MT047"
